レビュー文, スコア
SF映画、特に宇宙を舞台にした映画は昔から大好きでそれだけでワクワクするわたしだが、この映画はだめだった, -9.888251
国家、人種、宗教が違えどこの映画は誰しもが楽しめる, -10.040074
楽しくて夢があって、とにかく見て面白いという点でこれほどハッキリとした映画はそうありません, -10.052497
音楽が好き今まで見た映画の中でも最高に面白い映画の一つ, -10.200182
素直に見て、ただ楽しむためだけの映画, -10.628661
大変楽しませて頂いたし、映画館でみるべき映画をＤＶＤでみておいて言うのはなんだが、「丁寧に原作をなぞった」感があるのが、いただけない, -10.829483
マイケルは好きだが、この映画が一番ではない, -11.649512
今までで一番見た映画, -12.129015
今まで見た映画の中で一番好きな作品です, -12.129015
テンポのよい映画で好きです, -12.314260
映画のキャラクターたちに面白いことを言わせていますが、あまりその面白みが伝わってきません, -12.966455
ストーリーとかは正直どうでも良くて、雰囲気を楽しむ映画かも, -13.050930
面白い映画ではあったが、そこまでは・・・という感じもある, -13.182620
この映画の素晴らしい所はそれを明示していることである, -14.482954
映画館で一番笑った作品かも, -14.868388
笑えたらそれでいい映画, -14.868388
こんなに楽しんで見た映画は数えるほどしかありません, -14.868388
楽しい映画で、よかったですよ, -14.868388
映画は毎年たくさん観てますが、他のSFやホラー映画に遜色なく面白かったです, -15.952722
これ以後、映画は自分で選んで観ることにしている「見ろよ・・・・あれが俺の弟だぜ」・・・このセリフ、あの映画で一番好きなシーンです, -18.018446
小難しい映画ばっかでなく、素直に楽しめるのが映画の原点なんですよね, -27.328830
